,Sample_0,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9,Sample_10,Sample_11,Sample_12,Sample_13,Sample_14,Sample_15,Sample_16,Sample_17,Sample_18,Sample_19,Sample_20,Sample_21,Sample_22,Sample_23,Sample_24,Sample_25,Sample_26,Sample_27,Sample_28,Sample_29,Sample_30,Sample_31,Sample_32,Sample_33,Sample_34,Sample_35,Sample_36,Sample_37,Sample_38,Sample_39,Sample_40,Sample_41,Sample_42,Sample_43,Sample_44,Sample_45,Sample_46,Sample_47,Sample_48,Sample_49
Gene_900,8,10,11,13,11,6,3,6,8,9,10,11,5,7,5,12,8,12,3,10,11,17,6,22,12,13,13,10,9,13,3,15,6,13,8,10,10,7,6,9,12,14,11,8,8,14,11,7,10,7
Gene_901,11,6,9,6,9,14,9,15,8,11,8,11,8,19,13,8,12,8,8,13,15,6,8,10,4,14,14,10,6,11,8,11,8,10,9,12,13,12,8,11,14,14,12,12,10,5,11,8,13,10
Gene_902,9,9,8,15,9,10,8,14,5,8,11,11,2,11,17,14,16,9,9,3,4,10,10,16,10,6,8,10,12,8,13,4,7,6,6,10,8,9,8,10,16,12,15,16,9,7,11,7,10,7
Gene_903,13,11,11,8,16,9,7,9,13,14,12,10,9,10,10,8,7,8,10,8,9,10,12,10,9,4,11,10,10,7,12,9,9,9,10,6,5,13,9,8,7,8,11,7,10,10,14,9,14,11
Gene_904,7,10,10,9,6,15,7,14,5,3,6,10,8,13,18,13,4,14,12,8,4,13,13,12,7,9,7,8,7,10,8,14,5,14,6,17,7,8,9,8,12,10,10,13,7,8,13,7,11,10
Gene_905,9,6,10,8,9,16,8,8,16,9,14,9,9,9,13,11,11,4,8,13,4,11,9,11,16,9,5,6,8,7,7,11,9,18,6,8,8,12,10,9,6,12,13,8,10,8,15,19,20,16
Gene_906,10,11,17,18,12,6,9,10,12,13,8,16,9,10,8,11,6,11,23,10,8,4,13,9,12,10,8,10,12,12,10,12,9,15,6,13,8,19,10,10,9,11,12,10,13,8,15,8,14,7
Gene_907,9,8,13,9,15,15,9,11,7,7,10,10,9,6,5,17,10,10,10,9,13,7,11,9,5,14,9,4,8,11,17,7,8,11,5,9,12,3,13,12,5,13,10,7,10,9,19,19,8,6
Gene_908,7,15,6,8,11,5,8,6,4,15,12,8,10,19,8,8,5,9,10,8,7,8,11,11,7,13,17,4,12,11,7,10,5,9,9,10,7,10,7,12,11,9,7,13,17,9,13,9,9,10
Gene_909,7,11,4,9,10,17,9,12,6,14,14,8,13,11,10,8,12,10,14,10,15,8,9,12,11,8,6,14,10,10,10,15,15,10,16,12,10,7,8,11,15,14,7,9,6,7,11,7,8,11
Gene_910,12,7,11,16,6,14,8,10,10,9,11,17,7,9,13,13,11,18,12,11,12,14,11,12,14,12,5,8,8,11,12,15,9,15,14,15,8,4,8,9,10,8,7,6,13,10,10,6,10,14
Gene_911,2,5,11,13,7,10,10,6,11,13,3,8,16,10,13,8,11,16,7,11,6,13,11,8,16,14,8,10,10,14,10,20,5,11,7,9,13,11,8,11,7,2,15,7,3,6,9,8,7,15
Gene_912,8,14,10,19,11,8,8,12,12,10,10,9,5,4,7,11,6,11,8,7,8,8,14,9,13,10,8,14,9,10,11,9,12,14,8,10,10,15,13,12,8,4,9,11,12,12,11,12,7,9
Gene_913,7,12,14,8,6,8,11,13,9,14,12,6,7,8,10,12,5,7,6,9,13,11,10,10,12,17,11,13,12,11,11,10,6,9,7,15,9,11,10,8,10,9,5,12,7,13,7,12,17,9
Gene_914,17,10,11,6,7,9,9,13,8,12,11,9,8,8,11,4,9,15,15,11,6,11,10,9,7,8,9,13,10,10,4,13,7,10,15,8,6,12,5,13,9,14,5,9,10,11,4,11,5,9
Gene_915,14,13,12,16,11,13,6,8,21,11,9,15,9,13,11,10,8,9,8,15,10,5,11,14,10,6,7,10,11,8,18,11,14,9,11,6,3,11,9,9,12,7,10,15,3,14,13,10,9,9
Gene_916,12,10,10,11,13,11,8,9,10,15,14,9,15,12,13,9,10,15,14,4,12,9,9,9,4,12,10,7,8,12,3,15,7,11,10,22,8,10,13,5,12,9,11,12,13,5,6,11,5,4
Gene_917,10,7,11,11,5,12,11,19,10,9,12,12,15,16,10,9,8,9,12,13,8,12,20,7,7,12,11,8,11,16,15,13,13,11,16,10,12,12,6,14,9,4,4,18,12,12,11,10,10,10
Gene_918,9,13,8,13,8,14,7,11,12,11,12,6,15,12,14,12,5,7,15,4,15,9,8,15,4,8,9,10,8,8,7,9,12,5,10,6,12,9,12,7,9,9,11,12,9,11,9,10,9,10
Gene_919,8,11,11,16,10,8,7,7,8,15,13,14,7,18,5,11,6,6,8,5,9,10,7,15,9,7,12,9,12,9,9,11,15,14,17,11,12,5,6,12,6,7,14,9,13,10,18,19,11,6
Gene_920,9,6,3,10,15,9,9,13,12,6,13,9,9,9,11,14,8,8,2,8,5,14,8,16,8,11,12,14,11,5,4,10,8,9,8,13,12,10,4,8,13,7,10,9,14,13,11,11,6,15
Gene_921,9,10,5,10,8,10,10,9,9,13,11,17,8,11,7,11,8,15,15,13,9,14,10,8,8,16,7,13,10,10,10,11,6,11,8,6,7,6,8,8,9,12,8,5,6,10,4,11,9,12
Gene_922,7,6,6,10,7,15,15,5,15,9,15,6,14,14,6,13,10,14,9,11,15,6,5,5,5,10,13,12,7,10,10,15,12,10,10,6,12,7,11,13,10,14,5,6,12,11,17,1,5,14
Gene_923,10,10,11,7,17,6,8,14,5,11,14,13,5,10,2,12,10,15,16,11,10,8,11,11,7,6,12,13,10,11,7,9,19,5,15,19,10,13,7,7,8,11,11,12,12,7,18,3,6,7
Gene_924,10,14,7,18,8,5,5,8,13,10,10,13,9,9,11,12,8,6,13,6,7,9,11,9,8,11,3,13,8,10,9,9,13,6,5,7,9,8,11,7,14,4,10,9,7,9,10,11,6,3
Gene_925,7,9,4,7,11,12,5,10,9,9,10,7,16,8,10,7,10,8,11,6,20,8,7,6,14,10,11,10,12,10,8,10,10,6,17,3,14,15,8,14,5,13,8,15,11,10,14,8,18,5
Gene_926,12,14,12,8,7,12,12,6,9,10,9,17,6,10,15,11,9,14,13,12,8,7,10,8,3,2,15,10,14,9,4,8,8,5,8,3,12,5,8,8,6,11,12,10,9,8,13,13,7,9
Gene_927,8,8,10,11,14,15,13,15,14,7,7,7,7,14,13,8,15,4,10,11,13,17,12,10,6,7,8,5,8,9,8,6,10,12,12,12,4,8,14,13,7,11,9,9,14,18,4,12,5,9
Gene_928,10,8,7,7,8,14,11,8,11,12,12,9,13,10,8,7,9,7,9,12,10,11,7,15,7,9,11,11,13,10,6,11,10,12,10,13,7,13,8,6,7,12,11,11,7,11,11,7,13,10
Gene_929,11,15,7,9,11,9,8,17,9,11,11,20,8,7,4,19,16,12,13,7,9,15,10,13,14,9,10,16,15,7,14,13,6,13,7,7,12,8,10,14,12,8,10,6,2,11,8,10,10,11
Gene_930,16,7,19,10,11,15,6,12,11,11,13,12,9,9,13,11,12,8,16,9,15,6,8,5,12,13,8,9,11,3,9,13,11,10,11,6,9,7,7,10,11,8,12,7,13,6,9,11,11,9
Gene_931,9,7,13,20,6,9,13,8,9,13,5,7,7,6,4,9,9,10,10,5,10,6,6,10,5,14,11,11,7,12,7,12,11,12,9,6,10,13,8,10,16,13,9,8,11,6,8,17,15,10
Gene_932,10,10,10,13,9,10,11,6,16,9,10,10,17,14,7,12,11,8,12,6,8,11,8,9,18,10,8,12,9,9,9,10,6,17,8,13,6,16,7,13,8,9,3,9,7,8,11,5,4,9
Gene_933,15,7,10,6,2,8,8,8,9,13,17,7,8,10,11,11,8,10,7,7,18,7,7,9,4,8,13,7,14,12,10,6,8,7,11,13,12,9,14,8,6,15,8,10,9,15,8,15,12,8
Gene_934,7,10,13,7,18,12,7,9,10,12,9,7,5,11,15,7,5,5,16,9,5,9,14,7,10,7,12,12,9,10,8,11,10,6,13,8,11,20,9,9,16,9,14,12,7,4,11,16,2,7
Gene_935,5,17,6,7,11,10,5,8,7,10,16,10,7,16,17,6,5,11,12,13,7,9,6,18,7,11,9,13,6,14,10,3,15,7,11,7,8,5,8,9,14,14,15,13,11,7,7,13,9,6
Gene_936,6,7,7,15,11,7,9,7,8,6,17,11,14,6,12,7,6,4,15,12,12,14,15,5,7,11,13,9,11,7,8,7,19,14,9,11,9,12,10,14,10,9,7,10,9,9,11,9,5,7
Gene_937,6,9,11,7,7,7,10,15,8,9,7,17,7,10,15,13,11,11,12,9,8,8,8,12,12,8,11,8,9,10,7,10,13,15,7,14,6,12,16,10,6,8,10,11,9,11,10,12,12,11
Gene_938,9,12,9,9,11,9,16,11,10,9,12,12,11,6,10,14,7,7,10,8,8,8,8,15,16,8,13,17,13,14,16,8,7,12,4,9,11,9,8,13,12,6,12,13,7,10,8,5,10,9
Gene_939,12,12,9,12,8,6,10,8,19,13,13,10,14,8,15,7,8,7,10,4,14,3,7,11,11,9,9,17,10,16,8,8,9,13,10,6,12,8,14,13,10,8,16,9,9,11,8,7,8,12
Gene_940,15,11,18,10,10,12,7,4,12,8,4,13,9,8,14,6,9,12,13,13,10,6,10,9,12,11,13,8,14,8,10,5,9,17,12,9,8,9,13,11,11,13,7,13,7,11,8,10,12,7
Gene_941,6,9,12,10,11,12,10,6,15,11,12,9,10,10,10,8,11,10,13,9,4,7,8,10,9,10,10,8,8,15,9,7,9,13,12,11,15,9,12,6,7,14,11,11,13,12,12,10,6,16
Gene_942,9,8,14,3,12,12,7,13,10,7,8,11,12,11,15,16,7,8,12,7,8,17,14,6,8,12,12,10,9,7,5,16,8,9,8,8,8,6,19,14,8,7,12,14,10,7,8,9,6,19
Gene_943,8,12,9,9,4,8,7,9,13,8,7,6,9,12,10,8,11,6,7,14,4,14,10,12,9,3,6,5,9,12,10,12,11,16,12,11,10,5,8,5,11,17,8,14,13,3,14,10,7,14
Gene_944,13,7,9,8,12,10,11,13,12,11,12,15,11,8,14,13,10,7,13,14,9,9,19,12,9,8,8,7,12,14,9,10,11,11,5,10,8,10,8,10,7,12,17,10,8,14,15,9,10,11
Gene_945,10,8,8,13,16,5,14,12,13,13,8,7,9,11,6,8,7,9,9,14,7,16,12,8,10,11,6,9,13,14,9,9,5,11,5,13,9,9,16,11,16,13,17,12,9,9,8,7,6,11
Gene_946,22,10,22,14,11,12,13,10,12,6,15,14,9,5,12,16,5,11,13,13,12,8,10,16,11,7,17,13,9,7,8,11,12,11,9,9,8,14,9,20,9,9,6,11,12,9,4,8,12,8
Gene_947,10,7,5,10,8,10,12,16,10,10,11,9,8,7,9,7,6,11,10,15,10,10,9,7,12,14,12,7,6,14,10,13,16,11,8,6,18,10,7,9,10,15,8,9,13,14,10,11,13,6
Gene_948,9,13,4,8,10,12,7,8,8,11,3,7,3,7,12,10,7,8,11,13,11,11,5,12,11,8,15,6,7,13,14,8,10,3,14,14,13,10,11,9,7,8,8,8,17,14,10,8,8,10
Gene_949,9,8,6,10,10,10,5,10,8,8,12,10,12,7,9,12,10,12,13,7,7,5,11,5,9,8,13,6,11,9,7,7,5,9,9,4,5,10,5,12,7,5,17,10,10,6,10,9,11,17
Gene_950,10,7,8,11,9,11,11,10,10,12,6,5,13,13,7,8,13,7,15,9,8,11,6,10,10,6,5,9,7,10,11,10,14,14,8,11,8,10,9,13,12,10,5,9,12,10,10,8,8,7
Gene_951,7,6,12,10,8,6,7,11,9,16,8,10,10,10,8,11,12,8,8,7,11,10,6,9,7,11,12,9,18,11,9,11,9,11,11,13,11,13,11,10,11,6,10,9,3,10,10,5,8,12
Gene_952,17,8,7,6,16,12,9,14,10,12,9,11,16,12,9,6,7,7,6,7,11,8,5,7,7,9,15,10,11,12,6,11,9,9,16,13,12,16,10,6,10,13,9,8,12,11,10,12,10,10
Gene_953,12,8,8,9,16,10,12,6,8,14,7,12,9,10,5,7,11,4,5,14,9,10,9,12,7,7,8,6,7,5,11,10,5,7,10,13,8,16,8,15,6,9,17,17,11,5,9,8,8,5
Gene_954,14,6,6,12,10,16,10,7,8,13,18,12,9,12,9,4,12,10,9,5,16,9,13,11,10,14,17,11,24,13,9,7,8,11,8,3,9,10,9,18,7,14,11,6,14,12,11,6,14,14
Gene_955,9,5,6,7,8,6,11,6,9,5,6,11,8,8,13,12,8,12,16,10,11,5,11,12,10,9,13,9,17,8,11,8,10,11,8,13,9,8,10,12,11,12,14,7,9,10,9,10,8,10
Gene_956,12,10,10,14,5,13,10,15,17,10,5,11,18,9,10,10,8,15,10,11,10,16,9,7,9,12,8,7,7,12,7,9,7,7,7,9,13,11,9,10,6,8,8,7,10,17,7,13,13,12
Gene_957,15,10,11,13,9,12,9,13,6,8,11,14,7,10,9,7,7,9,13,5,10,6,7,7,5,4,10,13,16,16,7,11,10,14,7,18,7,11,6,3,14,16,13,11,10,10,4,5,3,7
Gene_958,10,5,10,3,14,12,16,3,13,12,11,15,10,13,10,8,7,16,9,5,8,11,14,14,9,10,12,14,9,11,12,14,9,13,14,9,9,13,14,8,12,9,7,11,9,7,8,11,12,10
Gene_959,6,12,7,6,10,4,9,10,11,8,8,15,11,15,10,9,11,9,5,5,12,9,12,6,9,14,9,12,11,12,13,10,14,5,10,6,14,16,2,7,6,9,9,8,16,6,14,9,10,5
Gene_960,15,16,9,13,14,4,15,7,16,6,7,13,9,7,10,10,11,13,6,8,15,10,5,9,7,12,4,12,10,12,9,11,5,8,11,10,13,7,9,6,12,10,4,8,7,12,13,8,11,8
Gene_961,12,14,9,10,3,12,11,14,8,7,5,11,10,16,12,10,9,9,12,13,9,8,10,10,7,13,14,10,14,9,16,13,9,8,11,9,11,10,8,9,7,6,5,2,10,9,11,11,13,11
Gene_962,4,11,13,9,12,9,12,9,12,10,9,5,10,10,7,9,7,11,5,8,11,8,8,13,9,9,13,11,3,12,6,15,8,13,10,8,6,11,9,11,9,16,10,10,5,11,10,4,12,18
Gene_963,6,7,13,8,17,15,10,9,12,16,7,7,6,14,8,11,12,10,9,14,15,5,14,8,12,8,7,13,6,10,8,12,8,6,11,10,9,16,14,10,14,5,12,10,6,8,11,9,14,6
Gene_964,8,11,11,7,9,10,13,15,12,7,9,5,10,10,13,8,10,11,11,7,10,15,13,14,10,10,7,10,9,9,4,12,13,9,7,10,13,9,8,7,14,12,13,12,11,9,12,10,13,10
Gene_965,6,9,9,8,11,12,9,13,7,9,11,11,7,10,7,12,11,14,13,9,11,10,12,14,10,10,10,11,16,10,12,8,12,10,14,15,12,11,7,8,17,10,12,13,5,9,13,10,6,11
Gene_966,15,14,17,10,9,10,7,13,5,10,9,12,12,10,13,14,8,8,7,13,18,14,7,17,14,12,17,11,10,8,10,7,13,9,21,10,6,6,14,19,8,17,4,2,8,10,8,5,6,16
Gene_967,4,11,8,13,10,9,7,8,15,7,11,8,10,11,12,13,13,13,14,6,8,14,2,9,7,7,5,5,8,5,9,6,9,15,7,11,14,8,16,6,12,8,10,9,9,16,9,8,13,7
Gene_968,8,12,12,18,9,16,11,10,7,6,12,13,12,8,16,6,10,15,4,9,7,7,8,9,7,7,11,9,11,8,4,7,10,7,12,6,7,7,11,16,6,9,10,9,14,5,6,9,6,5
Gene_969,8,14,8,8,8,5,8,9,16,10,6,14,10,11,11,13,8,12,12,16,9,14,8,8,9,8,11,15,8,11,5,11,10,10,5,7,7,10,14,12,11,12,12,12,13,14,12,12,4,9
Gene_970,8,18,7,13,11,7,13,8,12,3,14,8,12,15,9,9,5,7,5,6,14,16,8,7,10,8,8,10,10,7,9,10,6,10,7,8,10,8,15,19,8,18,11,9,7,10,13,7,14,11
Gene_971,6,8,12,11,5,13,6,13,11,10,5,15,7,9,12,8,18,6,9,9,12,10,11,8,4,14,7,11,12,12,14,9,7,15,14,5,10,16,10,12,14,11,7,7,15,6,9,10,8,13
Gene_972,18,5,9,16,12,9,11,10,9,9,12,14,10,8,10,15,10,12,7,11,10,6,22,12,10,9,12,12,8,14,6,12,5,13,7,11,9,6,6,9,10,7,6,13,4,9,10,8,11,8
Gene_973,11,12,17,14,8,10,11,11,10,12,5,7,13,7,15,11,11,7,12,7,9,14,11,11,7,7,10,14,8,10,9,11,8,6,8,7,12,11,12,7,9,9,11,16,9,2,8,6,7,9
Gene_974,11,17,16,10,8,10,13,10,7,16,10,9,11,13,13,9,11,12,8,12,8,7,11,14,11,7,12,3,9,11,6,9,12,14,10,15,7,11,11,7,5,11,11,10,12,9,6,5,7,7
Gene_975,11,11,7,5,10,6,7,7,9,12,10,16,9,14,9,9,12,9,14,8,3,8,13,9,10,10,9,11,14,8,12,9,13,4,13,7,11,11,9,7,9,6,7,7,15,9,17,10,9,8
Gene_976,15,5,6,12,7,11,17,7,15,9,9,7,8,7,12,7,6,6,15,12,5,11,14,14,11,11,11,7,7,8,11,8,10,11,14,8,16,9,7,8,17,11,11,9,8,15,10,7,5,11
Gene_977,11,6,5,8,7,9,13,5,6,8,9,5,6,10,8,7,10,11,11,10,10,13,9,8,10,6,7,12,8,16,11,9,9,6,8,8,11,16,6,13,9,8,8,18,21,17,14,6,13,12
Gene_978,8,10,14,15,6,6,9,11,11,8,13,6,9,8,6,6,11,8,7,13,9,9,14,10,11,9,11,11,16,14,11,10,6,11,16,4,11,11,7,14,7,10,8,6,15,15,10,5,8,7
Gene_979,9,11,8,17,14,11,10,9,2,10,9,7,9,8,11,6,15,12,16,11,15,11,8,9,10,8,13,12,4,9,15,12,17,8,16,8,7,10,7,5,8,14,8,13,8,5,8,7,8,12
Gene_980,12,7,8,11,10,8,8,15,11,13,8,14,16,13,16,10,13,9,13,8,20,9,11,11,9,14,10,12,9,4,6,10,6,4,13,5,9,5,15,7,7,13,8,8,18,9,8,10,9,6
Gene_981,12,8,5,6,11,9,8,6,8,8,10,10,12,5,8,10,6,10,9,11,12,13,15,9,9,8,11,12,8,7,6,8,12,10,6,7,13,5,10,9,12,12,11,6,12,9,18,9,8,11
Gene_982,9,10,11,15,16,8,13,13,9,11,15,17,11,9,14,12,7,10,10,5,9,12,12,8,3,13,5,14,10,7,7,6,10,13,8,8,9,11,8,10,16,12,9,8,6,15,8,7,6,10
Gene_983,14,7,14,6,8,10,10,9,6,8,7,8,13,12,6,9,13,13,13,4,8,15,11,5,11,10,8,14,7,13,7,15,10,8,6,6,11,13,12,20,8,9,11,14,10,16,8,10,5,8
Gene_984,17,7,11,6,10,9,12,9,11,10,10,9,18,13,10,10,11,7,9,3,10,12,10,14,9,12,11,8,6,8,10,12,14,10,16,12,8,9,14,11,11,8,14,10,5,11,7,12,11,12
Gene_985,7,10,9,11,9,9,8,9,6,10,14,16,8,6,8,6,10,15,5,7,11,6,10,9,7,12,12,11,12,15,12,7,12,9,13,7,8,9,14,10,8,10,7,9,13,10,12,11,9,16
Gene_986,16,8,10,11,8,9,12,11,11,10,7,4,12,15,7,6,9,12,10,16,12,4,8,12,11,9,9,13,12,10,10,9,9,16,15,13,9,7,9,8,10,10,5,16,13,11,10,8,11,14
Gene_987,7,9,17,12,13,10,9,6,12,9,14,14,10,7,5,6,11,12,8,10,8,9,11,9,14,10,12,4,6,12,2,12,13,8,5,7,7,6,10,11,9,13,13,7,8,12,13,9,8,14
Gene_988,6,15,8,13,9,12,4,5,9,10,7,14,13,8,7,7,7,14,9,7,14,8,12,7,9,10,11,4,14,13,9,13,9,4,13,14,13,10,15,17,14,8,8,8,12,8,6,8,15,5
Gene_989,16,7,5,8,6,6,7,14,6,15,9,5,7,8,6,8,6,7,8,10,11,11,9,14,19,9,7,13,10,12,5,8,10,8,12,7,9,6,13,8,16,7,8,4,13,8,9,7,10,8
Gene_990,16,13,7,12,6,4,12,8,14,12,15,5,15,15,11,10,10,12,12,9,4,12,9,14,6,9,10,10,10,18,6,14,6,9,6,11,6,10,5,13,7,11,5,6,14,13,8,9,15,9
Gene_991,10,12,11,14,14,14,20,4,12,7,12,13,13,15,10,8,8,9,6,13,9,3,3,7,7,13,8,9,5,9,11,7,6,13,11,11,8,8,6,10,10,14,17,10,12,6,7,10,4,8
Gene_992,12,15,8,7,9,11,12,12,9,8,11,7,11,7,8,12,5,12,14,12,4,9,5,11,8,14,9,11,7,10,12,6,12,14,9,12,5,6,9,9,9,13,6,10,4,11,6,10,12,6
Gene_993,13,14,13,11,6,10,10,9,8,9,8,6,10,9,8,16,5,12,8,11,11,13,6,12,17,14,10,15,11,8,6,8,14,4,12,13,17,11,19,9,7,15,6,10,15,14,10,11,12,8
Gene_994,9,8,10,15,13,12,16,8,11,6,11,13,15,8,4,9,12,13,9,7,14,9,17,10,12,16,9,3,9,8,13,11,9,18,7,12,10,16,8,11,10,10,10,10,12,12,8,12,10,11
Gene_995,13,9,5,7,5,11,6,5,10,9,8,9,14,9,9,6,13,10,15,10,6,8,15,11,9,10,5,17,11,11,9,12,10,9,11,8,10,7,11,12,7,13,6,18,12,9,10,6,10,9
Gene_996,10,16,11,9,7,8,8,10,16,11,5,5,10,9,6,8,7,9,10,7,10,12,12,12,10,9,9,7,3,7,9,6,14,10,9,10,10,17,11,12,7,10,13,19,10,6,8,14,10,11
Gene_997,18,3,9,11,11,5,13,7,12,10,7,7,11,5,9,4,12,15,8,14,12,11,15,6,10,8,11,12,7,13,8,9,11,5,13,5,12,10,11,10,7,10,6,11,8,12,6,10,9,10
Gene_998,7,13,7,8,12,10,8,12,8,20,7,17,15,11,11,14,6,11,10,13,8,13,13,10,12,5,14,8,7,9,9,8,8,12,11,12,14,6,11,9,12,12,10,8,13,7,11,15,9,11
Gene_999,11,7,12,7,13,16,3,8,9,9,10,11,6,5,11,11,3,14,5,6,12,14,8,11,17,11,10,7,7,8,10,11,10,6,13,8,11,5,9,15,10,4,13,5,6,16,9,7,11,8
