	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Ensembl	hgnc	wikigene_desc
ENSG00000048540	1566.4961911484	1.3403604915	0.1948388322	6.8793293226	6.0134997714028795e-12	1.164201156775e-10	ENSG00000048540	LMO3	LIM domain only 3
ENSG00000073756	207.1600062962	1.3404735696	0.3738022431	3.5860500951	0.0003357244934177	0.0013428264668565	ENSG00000073756	PTGS2	prostaglandin-endoperoxide synthase 2
ENSG00000273079	76.946816321	1.3404992306999999	0.3617905677	3.7051801517	0.0002112405402984	0.0008974851682165	ENSG00000273079	GRIN2B	glutamate ionotropic receptor NMDA type subunit 2B
ENSG00000108960	7511.8508081113	1.3411258048999999	0.13411011720000002	10.0001836749	1.5211465902096502e-23	1.40027508909544e-21	ENSG00000108960	MMD	monocyte to macrophage differentiation associated
ENSG00000236816	12.4790674948	1.3423757436	0.3147941603	4.2642968423	2.00532704563609e-05	0.0001112497388183	ENSG00000236816	ANKRD20A7P	
ENSG00000153162	365.6348296381	1.3423792386	0.1394901647	9.6234687339	6.364781449573179e-22	4.85870857079409e-20	ENSG00000153162	BMP6	bone morphogenetic protein 6
ENSG00000165376	32.2163243449	1.3437815897	0.23054134210000002	5.8288096078	5.582414881589811e-09	6.62655935912611e-08	ENSG00000165376	CLDN2	claudin 2
ENSG00000165030	1071.5516118361	1.3439387	0.22476621530000002	5.9792736125	2.2413481460067403e-09	2.83627202384505e-08	ENSG00000165030	NFIL3	nuclear factor, interleukin 3 regulated
ENSG00000110092	2019.1361803611	1.3468660496	0.24159567710000002	5.5748764454	2.47705608230641e-08	2.58282266349984e-07	ENSG00000110092	CCND1	cyclin D1
ENSG00000122691	485.9334864356	1.3507643364	0.18021492290000002	7.4952968071	6.61485050771591e-14	1.71102310860051e-12	ENSG00000122691	TWIST1	twist family bHLH transcription factor 1
ENSG00000185897	35.3284332279	1.3527367135000001	0.3200225208	4.2270047438	2.36822676738383e-05	0.0001292817746066	ENSG00000185897	FFAR3	free fatty acid receptor 3
ENSG00000010319	9424.6293823868	1.3567084905	0.1362975033	9.9540230578	2.4218983869147e-23	2.17611625874982e-21	ENSG00000010319	SEMA3G	semaphorin 3G
ENSG00000250654	34.8213958993	1.3584095605	0.25714913040000004	5.2825749718	1.27380680030014e-07	1.15895435575758e-06	ENSG00000250654	ENSG00000250654	
ENSG00000233117	97.7057627512	1.3584301701000001	0.2463437873	5.5143674819	3.50036534104799e-08	3.56663012870236e-07	ENSG00000233117	LINC00702	
ENSG00000271239	142.7232089098	1.3607989591	0.220694092	6.1659963195	7.00407135135528e-10	9.706970915653192e-09	ENSG00000271239	ENSG00000271239	
ENSG00000166492	31.739196152	1.3609012531	0.1891734883	7.1939322213	6.29514547262663e-13	1.4329277191570398e-11	ENSG00000166492	FAM86GP	
ENSG00000121075	46.8151011073	1.364566018	0.2645366182	5.1583256302	2.49168003718989e-07	2.13463774718928e-06	ENSG00000121075	TBX4	T-box transcription factor 4
ENSG00000138670	445.4963073841	1.3657970164	0.21707272930000002	6.2918866919	3.13630389499466e-10	4.569173843607811e-09	ENSG00000138670	RASGEF1B	RasGEF domain family member 1B
ENSG00000128652	12.962580776	1.3671553507	0.2194551009	6.2297724913	4.67113021805497e-10	6.6808190681534205e-09	ENSG00000128652	HOXD3	homeobox D3
ENSG00000272622	29.7009210089	1.3776299894	0.21603390120000002	6.37691576	1.80689781274352e-10	2.7408508905905202e-09	ENSG00000272622	ENSG00000272622	
ENSG00000184845	29.2310503175	1.3782767209	0.3580442759	3.8494588901	0.0001183790487907	0.000537485531248	ENSG00000184845	DRD1	dopamine receptor D1
ENSG00000139910	989.9593524736	1.3809182409	0.1415313893	9.756975098	1.7221524238095798e-22	1.38799572389357e-20	ENSG00000139910	NOVA1	NOVA alternative splicing regulator 1
ENSG00000142549	15.4710016508	1.3820102758	0.2973880645	4.6471612037	3.36534173582069e-06	2.23708858254785e-05	ENSG00000142549	IGLON5	IgLON family member 5
ENSG00000103546	32.9387695844	1.3822234674	0.27500888160000003	5.0261048272	5.00542350470863e-07	4.02383767101556e-06	ENSG00000103546	SLC6A2	solute carrier family 6 member 2
ENSG00000253304	586.0932942092	1.3866276352	0.0965855421	14.3564720503	9.70428915127695e-47	5.87860793457516e-44	ENSG00000253304	TMEM200B	transmembrane protein 200B
ENSG00000237115	13.671004633	1.3884177879	0.33764771060000004	4.1120308071	3.92193948949567e-05	0.0002017811004746	ENSG00000237115	ENSG00000237115	
ENSG00000181773	21.0979589615	1.3928687914	0.2475242248	5.6272019144000005	1.83156290705242e-08	1.96094183760191e-07	ENSG00000181773	GPR3	G protein-coupled receptor 3
ENSG00000130600	7333.9840461033	1.3929117684	0.1786405901	7.7972859795	6.32527862967338e-15	1.93772279586683e-13	ENSG00000130600	H19	H19 imprinted maternally expressed transcript
ENSG00000236824	386.3201491678	1.3938569862999999	0.2220503641	6.2772109904	3.44700180999769e-10	4.994694983792181e-09	ENSG00000236824	BCYRN1	brain cytoplasmic RNA 1
ENSG00000178826	29.6758766198	1.4014257101	0.2573211811	5.4462120223	5.14537997034058e-08	5.082855889691e-07	ENSG00000178826	TMEM139	transmembrane protein 139
ENSG00000084674	273.2438563421	1.4047970116	0.3745813223	3.7503124903	0.0001766143339863	0.0007654374747124	ENSG00000084674	APOB	apolipoprotein B
ENSG00000052850	32.2532190288	1.4068091064	0.2373193798	5.9279149783000005	3.0680526817503803e-09	3.79045798095989e-08	ENSG00000052850	ALX4	ALX homeobox 4
ENSG00000100077	2461.6228891406	1.4098976063	0.19861169920000002	7.0987641326	1.25877426255525e-12	2.69846140142979e-11	ENSG00000100077	GRK3	G protein-coupled receptor kinase 3
ENSG00000197019	628.0315110126	1.4125838183	0.2765656011	5.1075904339000004	3.26292945523792e-07	2.72811290934476e-06	ENSG00000197019	SERTAD1	SERTA domain containing 1
ENSG00000050628	2731.8517693651	1.4174030632	0.13998067220000002	10.1257055082	4.24903298178273e-24	4.2218301780369197e-22	ENSG00000050628	PTGER3	prostaglandin E receptor 3
ENSG00000111405	50.3904209155	1.419874682	0.30403754720000004	4.670063599	3.0110649962365e-06	2.02306939407246e-05	ENSG00000111405	ENDOU	endonuclease, poly(U) specific
ENSG00000134668	55.302886934200004	1.42218825	0.2331718868	6.0993126971	1.0652550091637802e-09	1.43298164878844e-08	ENSG00000134668	SPOCD1	SPOC domain containing 1
ENSG00000173432	35338.8268325505	1.4250573806	0.2925410473	4.8713074411	1.10862175831402e-06	8.21903197764668e-06	ENSG00000173432	SAA1	serum amyloid A1
ENSG00000226549	136.4728379005	1.4276845032	0.39755998060000003	3.5911172475	0.0003292634602319	0.0013198304603655	ENSG00000226549	SCDP1	
ENSG00000176597	235.2777459135	1.4371181175	0.216628162	6.6340318084	3.26639390647576e-11	5.66386068049015e-10	ENSG00000176597	B3GNT5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5
ENSG00000059804	1348.3168172252	1.4439255132	0.33078409999999997	4.3651599743	1.27029758484324e-05	7.38999948753756e-05	ENSG00000059804	SLC2A3	solute carrier family 2 member 3
ENSG00000239622	13.5647966884	1.4502399605	0.3964423596	3.6581357304	0.0002540565011535	0.001054348516058	ENSG00000239622	ENSG00000239622	
ENSG00000101230	144.8146688932	1.4504744453	0.19326243780000002	7.5052061941	6.13319833917818e-14	1.5974387186050899e-12	ENSG00000101230	ISM1	isthmin 1
ENSG00000228323	15.9228138664	1.4570163753	0.37907560500000004	3.8436036399	0.0001212407634535	0.0005491510605148	ENSG00000228323	ENSG00000228323	
ENSG00000168427	231.3432061617	1.4592286839	0.3080036377	4.7376995111	2.16158008975002e-06	1.50008545844108e-05	ENSG00000168427	KLHL30	kelch like family member 30
ENSG00000086991	227.2138902452	1.4600687159	0.1732838447	8.4258790452	3.58051905863132e-17	1.54571419315029e-15	ENSG00000086991	NOX4	NADPH oxidase 4
ENSG00000204388	1608.0823356613	1.4695328819	0.2624349715	5.5996076791	2.14837452682982e-08	2.27291973179365e-07	ENSG00000204388	HSPA1B	heat shock protein family A (Hsp70) member 1B
ENSG00000227471	59.9090154189	1.4765651243	0.2725714388	5.4171674437	6.05506297231273e-08	5.9007798420893e-07	ENSG00000227471	AKR1B15	aldo-keto reductase family 1 member B15
ENSG00000113070	572.8938034557	1.4832292378	0.245795802	6.0343961365	1.5955821518590901e-09	2.08368826354394e-08	ENSG00000113070	HBEGF	heparin binding EGF like growth factor
ENSG00000189398	31.2304441103	1.4842472711	0.2012294452	7.3758950611	1.63244562634063e-13	4.05185048065061e-12	ENSG00000189398	OR7E12P	
ENSG00000132874	213.0640610801	1.4874408216	0.2182327308	6.8158466248	9.37102328606482e-12	1.7704069043160101e-10	ENSG00000132874	SLC14A2	solute carrier family 14 member 2
ENSG00000105664	71.9244725731	1.4887179853	0.4943603593	3.0114024263	0.0026004396299649	0.0079494800278549	ENSG00000105664	COMP	cartilage oligomeric matrix protein
ENSG00000006327	265.2049343104	1.4919837057	0.35670779080000004	4.1826496207	2.88131271728792e-05	0.0001536727393295	ENSG00000006327	TNFRSF12A	TNF receptor superfamily member 12A
ENSG00000142871	11221.2312048144	1.4945396225	0.2484239017	6.0160862645	1.7868437628760902e-09	2.30461119663806e-08	ENSG00000142871	CCN1	cellular communication network factor 1
ENSG00000135094	32.5248130774	1.4945541509	0.391616059	3.8163760564	0.0001354260537823	0.0006055156818998	ENSG00000135094	SDS	serine dehydratase
ENSG00000077274	82.0391749633	1.495737482	0.2837348273	5.2716034057	1.35237058424925e-07	1.21629153264448e-06	ENSG00000077274	CAPN6	calpain 6
ENSG00000175879	200.4104761792	1.4959981557	0.1792653401	8.345161171	7.1116830851847e-17	2.9287345758044604e-15	ENSG00000175879	HOXD8	homeobox D8
ENSG00000106366	544.3810134869	1.4964571575	0.3577073472	4.1834677682	2.87095810620213e-05	0.0001532075086	ENSG00000106366	SERPINE1	serpin family E member 1
ENSG00000158578	46.1107230762	1.5059509883	0.5941943152	2.5344419321	0.0112626591783474	0.0277124576402235	ENSG00000158578	ALAS2	5'-aminolevulinate synthase 2
ENSG00000139970	419.6291669631	1.5079282678	0.19666926040000002	7.6673307487999995	1.75612520695495e-14	4.95169298219325e-13	ENSG00000139970	RTN1	reticulon 1
ENSG00000003137	1653.2306454183	1.5182315514	0.1815474017	8.3627280673	6.128436010207181e-17	2.5574644407929002e-15	ENSG00000003137	CYP26B1	cytochrome P450 family 26 subfamily B member 1
ENSG00000142149	62.146246004	1.5187215197000001	0.29949497080000004	5.0709416441	3.95852150345818e-07	3.24332789325659e-06	ENSG00000142149	HUNK	hormonally up-regulated Neu-associated kinase
ENSG00000180785	221.3122600741	1.5197529517000001	0.2344372579	6.4825572752	9.01808322249113e-11	1.44744089602702e-09	ENSG00000180785	OR51E1	olfactory receptor family 51 subfamily E member 1
ENSG00000130595	309.2985614259	1.5243859510000002	0.1574008451	9.684738033	3.50104916512205e-22	2.73942509465946e-20	ENSG00000130595	TNNT3	troponin T3, fast skeletal type
ENSG00000081277	718.5004465736	1.5269618669	0.1939962261	7.8710905771	3.5156297981230403e-15	1.12088305566982e-13	ENSG00000081277	PKP1	plakophilin 1
ENSG00000274340	20.9772423628	1.534874375	0.3275418504	4.6860404958	2.78541173820287e-06	1.88698582365482e-05	ENSG00000274340	ENSG00000274340	ENSG00000274340
ENSG00000162444	2317.4816828431	1.5357198189	0.2151788652	7.1369454304	9.54277067388758e-13	2.0861896447605898e-11	ENSG00000162444	RBP7	retinol binding protein 7
ENSG00000137267	1096.2033468452	1.5368150277	0.1909713671	8.0473583593	8.46001915961923e-16	2.97510673779943e-14	ENSG00000137267	TUBB2A	tubulin beta 2A class IIa
ENSG00000169047	888.0451522087	1.5387343847000001	0.1942255768	7.9224086233	2.3295327627415402e-15	7.661347767342111e-14	ENSG00000169047	IRS1	insulin receptor substrate 1
ENSG00000186417	627.2373646113	1.5464525493	0.18537062910000002	8.3424896204	7.27425550600286e-17	2.9891300688671304e-15	ENSG00000186417	GLDN	gliomedin
ENSG00000179820	4763.5938537743	1.5466199392000002	0.2104883875	7.347768481	2.0154319196393e-13	4.92809843996178e-12	ENSG00000179820	MYADM	myeloid associated differentiation marker
ENSG00000233559	20.4670011777	1.5507020631000001	0.2750193794	5.6385192434	1.71518655934788e-08	1.8437028275898e-07	ENSG00000233559	LINC00513	
ENSG00000125337	124.707848191	1.5516907698	0.29324061430000004	5.2915274837	1.21298957162203e-07	1.11278608527064e-06	ENSG00000125337	KIF25	kinesin family member 25
ENSG00000246430	345.5331043947	1.5550158382000001	0.2728073184	5.700051771	1.19771049201473e-08	1.3316640218795e-07	ENSG00000246430	LINC00968	long intergenic non-protein coding RNA 968
ENSG00000180525	60.8033117449	1.5649265516000002	0.1808339774	8.6539408913	4.9750982761856695e-18	2.45216195612836e-16	ENSG00000180525	PRR26	proline rich 26
ENSG00000115290	153.0261178703	1.5740272062	0.2042204142	7.7074919866	1.28314360549307e-14	3.70140610868732e-13	ENSG00000115290	GRB14	growth factor receptor bound protein 14
ENSG00000205231	20.0179116849	1.5744679901	0.3147612306	5.0021026644	5.67083754579506e-07	4.49525784181028e-06	ENSG00000205231	TTLL10-AS1	
ENSG00000186431	15.5728915979	1.575581222	0.43325646510000004	3.6366017565	0.0002762585398311	0.0011346564471605	ENSG00000186431	FCAR	Fc fragment of IgA receptor
ENSG00000158859	902.1024271329	1.577216887	0.3623628297	4.3525901598	1.3453851482484e-05	7.800368043671e-05	ENSG00000158859	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4
ENSG00000237380	13.6537210149	1.5778840868000001	0.30907467650000003	5.1051872143	3.30467180747163e-07	2.75692722667746e-06	ENSG00000237380	HOXD-AS2	
ENSG00000170381	56.8459296318	1.5781523759	0.2384463374	6.6184802531999996	3.6291037407729495e-11	6.26387308345361e-10	ENSG00000170381	SEMA3E	semaphorin 3E
ENSG00000079689	42.5833561228	1.5786195781	0.4026255433	3.9208132829	8.82506240210827e-05	0.0004144182216783	ENSG00000079689	SCGN	secretagogin, EF-hand calcium binding protein
ENSG00000000005	793.3148642062	1.5807711209000002	0.29926184310000004	5.2822341289	1.27617960297451e-07	1.15998919478502e-06	ENSG00000000005	TNMD	tenomodulin
ENSG00000144802	3506.2477863034	1.5877380343	0.294813983	5.3855587784	7.22199283372437e-08	6.94072688968832e-07	ENSG00000144802	NFKBIZ	NFKB inhibitor zeta
ENSG00000055732	447.6868969929	1.6006653589000002	0.3085319244	5.188005624	2.12558185846457e-07	1.84626742461175e-06	ENSG00000055732	MCOLN3	mucolipin 3
ENSG00000137801	11440.3022247924	1.6041498687	0.3475922341	4.6150336845	3.93031565545271e-06	2.56721383282597e-05	ENSG00000137801	THBS1	thrombospondin 1
ENSG00000172201	1394.3091436381	1.6059621317000001	0.1724318835	9.3136031384	1.2356773119424401e-20	8.05721675033579e-19	ENSG00000172201	ID4	inhibitor of DNA binding 4, HLH protein
ENSG00000111713	47.8208216118	1.6065341226	0.3187551384	5.0400258035	4.65469083198442e-07	3.77094215417755e-06	ENSG00000111713	GYS2	glycogen synthase 2
ENSG00000224080	18.2180527002	1.6090822851	0.2809135018	5.7280346962	1.01600789651899e-08	1.14454782775826e-07	ENSG00000224080	UBE2FP1	
ENSG00000105088	1291.5288156027	1.6094445034	0.25210193200000003	6.3841022197	1.72405904126568e-10	2.62367137244151e-09	ENSG00000105088	OLFM2	olfactomedin 2
ENSG00000171522	641.2160277804	1.6132600746999999	0.1994403197	8.0889364647	6.01879553888384e-16	2.1694234438522e-14	ENSG00000171522	PTGER4	prostaglandin E receptor 4
ENSG00000164920	770.8733483853	1.6187938707	0.23385464820000001	6.9222223424	4.44612664943028e-12	8.779580688712009e-11	ENSG00000164920	OSR2	odd-skipped related transciption factor 2
ENSG00000260633	25.6568189669	1.6205701209	0.34759167360000004	4.6622811874	3.12723509492297e-06	2.09512478942413e-05	ENSG00000260633	ENSG00000260633	
ENSG00000006210	2115.7930798757	1.6214571534000002	0.20088034970000002	8.0717559274	6.92942910080743e-16	2.46454070234967e-14	ENSG00000006210	CX3CL1	C-X3-C motif chemokine ligand 1
ENSG00000163395	47.6549905445	1.6258231355000001	0.4013926899	4.0504552686	5.11180809931135e-05	0.0002544252432996	ENSG00000163395	IGFN1	immunoglobulin like and fibronectin type III domain containing 1
ENSG00000136244	299.1337242657	1.6379598584	0.45148298280000004	3.6279548083	0.0002856752483187	0.0011692884673446	ENSG00000136244	IL6	interleukin 6
ENSG00000223756	277.5586491037	1.6401135491	0.1496056173	10.9629142223	5.761367608670579e-28	9.01606019360206e-26	ENSG00000223756	TSSC2	
ENSG00000085741	814.5024173975	1.6511214030999999	0.14838375110000002	11.127373387	9.23157370850801e-29	1.65104497782926e-26	ENSG00000085741	WNT11	Wnt family member 11
ENSG00000108551	3987.2552591778	1.6518719662999999	0.2271636723	7.2717259303	3.54923139503373e-13	8.394334555080399e-12	ENSG00000108551	RASD1	ras related dexamethasone induced 1
ENSG00000178722	20.1457808191	1.6550722612	0.3471984064	4.7669350746	1.87049552687349e-06	1.31361389301261e-05	ENSG00000178722	C5orf64	chromosome 5 open reading frame 64
ENSG00000206120	58.3827017941	1.6582698668	0.2150889984	7.7096917055	1.2612203673158801e-14	3.66065800275502e-13	ENSG00000206120	EGFEM1P	
ENSG00000109107	1801.7002619156	1.6624331533999999	0.3246020221	5.1214503927	3.03194506036988e-07	2.55781205250161e-06	ENSG00000109107	ALDOC	aldolase, fructose-bisphosphate C
ENSG00000149596	238.277808871	1.6687254521	0.2638533332	6.3244433266	2.54147104952736e-10	3.7609365515425e-09	ENSG00000149596	JPH2	junctophilin 2
ENSG00000123080	1824.7290398802	1.6750872538000001	0.1981998594	8.4515057609	2.87569632731948e-17	1.27385365339333e-15	ENSG00000123080	CDKN2C	cyclin dependent kinase inhibitor 2C
ENSG00000128016	21704.0189186976	1.682299344	0.3015461694	5.5789113396	2.42028556387548e-08	2.53065381982281e-07	ENSG00000128016	ZFP36	ZFP36 ring finger protein
ENSG00000113231	1058.7192047279	1.6911820713	0.20014780510000002	8.4496658388	2.92137759128241e-17	1.2878063330209501e-15	ENSG00000113231	PDE8B	phosphodiesterase 8B
ENSG00000144278	98.6327684372	1.6921653338	0.3253173402	5.2015835761	1.97597577235847e-07	1.72269494099906e-06	ENSG00000144278	GALNT13	polypeptide N-acetylgalactosaminyltransferase 13
ENSG00000236581	17.4537499798	1.6941922371	0.3510529318	4.826030731	1.39281026156722e-06	1.0110391921906e-05	ENSG00000236581	STARD13-AS	
ENSG00000223656	80.4904210129	1.6985454216	0.2438776416	6.9647443308	3.2900068507191397e-12	6.60075199248447e-11	ENSG00000223656	HMGB3P10	
ENSG00000231274	18.6938250365	1.6989386148	0.2824919402	6.0141135824	1.8087366265324702e-09	2.32964781273342e-08	ENSG00000231274	SBK3	SH3 domain binding kinase family member 3
ENSG00000187398	24.1205653068	1.7033202232	0.3231023413	5.2717668845	1.35116628175658e-07	1.21614435444242e-06	ENSG00000187398	LUZP2	leucine zipper protein 2
ENSG00000253837	15.7637835817	1.7153758222	0.2627482199	6.5285916042	6.639100292215719e-11	1.0879202826136e-09	ENSG00000253837	ENSG00000253837	
ENSG00000005020	1271.4658818294	1.7290793867	0.1392529462	12.4168244481	2.1180286528293701e-35	6.415235495400439e-33	ENSG00000005020	SKAP2	src kinase associated phosphoprotein 2
ENSG00000087074	4641.7009471572	1.7483843978	0.22278974510000002	7.8476879505	4.23777040294858e-15	1.3307874648323e-13	ENSG00000087074	PPP1R15A	protein phosphatase 1 regulatory subunit 15A
ENSG00000125726	17.8498633493	1.7494653369000002	0.35745407490000003	4.8942380562	9.86873234704334e-07	7.38640592846261e-06	ENSG00000125726	CD70	CD70 molecule
ENSG00000161649	3635.0161400874	1.7502827418	0.184203805	9.5018815802	2.061315093019e-21	1.46073343893599e-19	ENSG00000161649	CD300LG	CD300 molecule like family member g
